"id","municipio","codigo_inep","escola","categoria","endereco","telefone","ativo","timestamp"
"812","Ribeirão Preto","35191450","PIQUE APRENDE ESCOLA DE EDUCACAO INFANTIL","Privada","ALVARO PAIVA DOUTOR, 155 RUA. JARDIM SAO LUIZ. 14020-360 Ribeirão Preto - SP.","(16) 36217877","1","2025-05-19 21:12:10"
"813","Ribeirão Preto","35802529","PIRILAMPO COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","Privada","RUA CORONEL CAMISAO, 424 434. VILA MONTE ALEGRE. 14051-050 Ribeirão Preto - SP.","(16) 36331470","1","2025-05-19 21:12:10"
"814","Ribeirão Preto","35808271","PLUFT BERCARIO E ESCOLA DE EDUCACAO INFANTIL","Privada","RUA SILVEIRA MARTINS, 458 RUA. CAMPOS ELISEOS. 14080-110 Ribeirão Preto - SP.","(16) 992249897","1","2025-05-19 21:12:10"
"815","Ribeirão Preto","35174497","PRIMEIROS PASSOS ESCOLA DE EDUCACAO INFANTIL","Privada","RUA MIGUEL IGNACIO, 378 JARDIM CASTELO BRANCO. 14090-530 Ribeirão Preto - SP.","(16) 36272548","1","2025-05-19 21:12:10"
"816","Ribeirão Preto","35191197","PRO FAMILIA ESCOLA DE EDUCACAO INFANTIL","Privada","RUA JULIO RIBEIRO, 281 JARDIM PIRATININGA. 14030-580 Ribeirão Preto - SP.","(16) 36214647","1","2025-05-19 21:12:10"
"817","Ribeirão Preto","35925718","PROFESSOR DIVO MARINO","Pública","RUA ALFREDO CALIXTO, 35 RUA. PORTAL DO ALTO. 14056-640 Ribeirão Preto - SP.","(16) 36398209","1","2025-05-19 21:12:10"
"818","Ribeirão Preto","35925664","PROFESSOR LAURO BIGELLI","Pública","RUA BERTHA LUTZ, 200 RUA. DOM BERNARDO JOSE MIELLE. 14057-280 Ribeirão Preto - SP.","(16) 39751185","1","2025-05-19 21:12:10"
"819","Ribeirão Preto","35435065","PROFESSOR PAULO CESAR CARNIEL GIOVANNETTI","Pública","RUA SENADOR TEOTONIO VILELLA, 1950 AVENIDA. JARDIM PAIVA II. 14056-772 Ribeirão Preto - SP.","(16) 36303285","1","2025-05-19 21:12:10"
"820","Ribeirão Preto","35576487","PROFESSORA NAIR GUILHERMINA PINHEIRO NOGUEIRA NAIRZINHA","Pública","ORESTES LOPES DE CAMARGO, 1180 AVENIDA. JARDIM JOQUEI CLUBE. 14078-580 Ribeirão Preto - SP.","(16) 36158056","1","2025-05-19 21:12:10"
"821","Ribeirão Preto","35412181","PROFESSORA SUELI TEREZINHA DANHONE","Pública","GREGORIO PEREIRA, 50 RUA. JARDIM ORESTES LOPES DE CAMARGO. 14066-440 Ribeirão Preto - SP.","(16) 36154861","1","2025-05-19 21:12:11"
"822","Ribeirão Preto","35258489","PROJECAO COLEGIO","Privada","AVENIDA CAPITAO SALOMAO, 2239 AVENIDA. CAMPOS ELISEOS. 14085-440 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:11"
"823","Ribeirão Preto","35562130","QUEIROZ BRUNELLI PRIMEIROS PASSOS UNID III BOULEVARD COLEGIO","Privada","ALTINO ARANTES, 1528 RUA. JARDIM SUMARE. 14025-030 Ribeirão Preto - SP.","(16) 36034600","1","2025-05-19 21:12:11"
"824","Ribeirão Preto","35562142","QUEIROZ BRUNELLI PRIMEIROS PASSOS UNID IV LAGOINHA COLEGIO","Privada","ANTONIO GOMES DA SILVA JUNIOR, 1551 AVENIDA. PARQUE RESIDENCIAL LAGOINHA. 14095-440 Ribeirão Preto - SP.","(16) 36034600","1","2025-05-19 21:12:11"
"825","Ribeirão Preto","35268161","QUEIROZ BRUNELLI PRIMEIROS PASSOS UNIDADE I CASTELO COLEGIO","Privada","MIGUEL IGNACIO, 378 RUA. JARDIM CASTELO BRANCO. 14090-530 Ribeirão Preto - SP.","(16) 36034600","1","2025-05-19 21:12:11"
"826","Ribeirão Preto","35454497","QUINTINO VIEIRA EMEI","Pública","FRANCISCO PEIXOTO, 151 RUA. JARDIM PAIVA. 14056-838 Ribeirão Preto - SP.","(16) 39662159","1","2025-05-19 21:12:11"
"827","Ribeirão Preto","35042870","RAFAEL LEME FRANCO PROFESSOR","Pública","RUA PADRE ANCHIETA, 1730 RUA. JARDIM ANTARTICA. 14051-220 Ribeirão Preto - SP.","(16) 36332811","1","2025-05-19 21:12:11"
"828","Ribeirão Preto","35132627","RAIO DE SOL ENCANTADO BERCARIO E ESCOLA DE EDUCACAO INFANTIL","Privada","ANTONIO LOPES VELUDO, 120 PRACA. JARDIM SUMARE. 14025-059 Ribeirão Preto - SP.","(16) 36203244","1","2025-05-19 21:12:11"
"829","Ribeirão Preto","35085005","RAUL MACHADO PROF EMEF","Pública","RUA HUMAITA, 930 RUA. SANTA CRUZ DO JOSE JACQUES. 14020-680 Ribeirão Preto - SP.","(16) 39165500","1","2025-05-19 21:12:11"
"830","Ribeirão Preto","35807886","RECANTO DO PICA PAU ESCOLA INFANTIL E ENSINO FUNDAMENTAL","Privada","RUA JULIA NECCHI PIANA, 270 RUA. GERALDO CORREIA DE CARVALHO. 14061-300 Ribeirão Preto - SP.","(16) 30133698","1","2025-05-19 21:12:11"
"831","Ribeirão Preto","35009485","REGAR ESCOLA INFANTIL LTDA PORTAL DO ABC UNIDADE I","Privada","RUA JOAQUIM FERNANDES PARREIRA, 3435 PARQUE DOS FLAMBOYANS. 14093-644 Ribeirão Preto - SP.","(16) 39046560","1","2025-05-19 21:12:11"
"832","Ribeirão Preto","35435636","RENATO CAMARGO MENDES CEI","Pública","MARIA CONCEICAO MORAES, 110 RUA. PARQUE RESIDENCIAL CANDIDO PORTINARI. 14093-598 Ribeirão Preto - SP.","(16) 36185083","1","2025-05-19 21:12:11"
"833","Ribeirão Preto","35169377","RENOVADO CRISTAO CENTRO DE ENSINO INTEGRAL","Privada","RUA JAPURA, 829 RUA. ALTO DO IPIRANGA. 14055-100 Ribeirão Preto - SP.","(16) 36308333","1","2025-05-19 21:12:11"
"834","Ribeirão Preto","35982052","REPOLHINHO CCI","Pública","RUA AMADEU AMARAL, 759 VILA SEIXAS. 14020-050 Ribeirão Preto - SP.","(16) 36256641","1","2025-05-19 21:12:11"
"835","Ribeirão Preto","35433275","ROBERTO AFONSO PONTES EMEI","Pública","AREALVA, SN RUA. JARDIM SALGADO FILHO. 14078-310 Ribeirão Preto - SP.","(16) 36286125","1","2025-05-19 21:12:11"
"836","Ribeirão Preto","35233420","ROBERTO TARANTO DOUTOR CENTRO DE EDUCACAO INFANTIL","Pública","RUA JUAZEIRO DO NORTE, 215 RUA. ALTO DO IPIRANGA. 14055-330 Ribeirão Preto - SP.","(16) 36335663","1","2025-05-19 21:12:11"
"837","Ribeirão Preto","35912086","ROMEU ALBERTI DOM","Pública","FLORINDA BORDIZAN SAMPAIO, 250 RUA. JARDIM JOSE SAMPAIO JUNIOR. 14065-060 Ribeirão Preto - SP.","(16) 36394151","1","2025-05-19 21:12:11"
"838","Ribeirão Preto","35042882","ROMUALDO MONTEIRO DE BARROS PROFESSOR","Pública","RUA BOLIVIA, 300 RUA. VILA MARIANA. 14075-250 Ribeirão Preto - SP.","(16) 36268779","1","2025-05-19 21:12:11"
"839","Ribeirão Preto","35911306","ROSANGELA BASILE PROFESSORA","Pública","RUA SAMUEL MARTINELLI, 450 RUA. PARQUE RIBEIRAO PRETO. 14031-500 Ribeirão Preto - SP.","(16) 36373239","1","2025-05-19 21:12:11"
"840","Ribeirão Preto","35023942","RUBEN CLAUDIO MOREIRA PROFESSOR","Pública","RUA PARANAGUA, 367 RUA. VILA ALBERTINA. 14060-100 Ribeirão Preto - SP.","(16) 36224452","1","2025-05-19 21:12:11"
"841","Ribeirão Preto","35301361","RUY ESCOREL FERREIRA SANTOS DR EMEI","Pública","ANTONIO CARLOS DE PADUA RINHEL, 80 RUA. JARDIM HEITOR RIGON. 14062-082 Ribeirão Preto - SP.","(16) 36228942","1","2025-05-19 21:12:11"
"842","Ribeirão Preto","35230388","SALVADOR MARTURANO PROF EMEF","Pública","RUA LUCIO DE MENDONCA, 2040 RUA. JARDIM MORUMBI. 14031-530 Ribeirão Preto - SP.","(16) 36216343","1","2025-05-19 21:12:12"
"843","Ribeirão Preto","35062959","SANTA MARIA GORETTI EMEI","Pública","RUA RANGEL PESTANA, 311 RUA. VILA VIRGINIA. 14030-210 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:12"
"844","Ribeirão Preto","35062923","SANTA TEREZINHA EMEI","Pública","RUA CERQUEIRA CESAR, 2413 RUA. JARDIM SUMARE. 14025-120 Ribeirão Preto - SP.","(16) 36230948","1","2025-05-19 21:12:12"
"845","Ribeirão Preto","35166595","SANTO ANTONIO CASA DA CRIANCA","Privada","RUA PADRE EUCLIDES, 988 RUA. CAMPOS ELISEOS. 14085-420 Ribeirão Preto - SP.","(16) 36251083","1","2025-05-19 21:12:12"
"846","Ribeirão Preto","35430043","SAO GABRIEL ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","Privada","ELOY PETEAN, 295 RUA. JARDIM JOAQUIM PROCOPIO DE ARAUJO FERRAZ. 14065-540 Ribeirão Preto - SP.","(16) 39756631","1","2025-05-19 21:12:12"
"847","Ribeirão Preto","35193884","SATHYA SAI DE RIBEIRAO PRETO ESCOLA","Privada","JULIETA ENGRACIA GARCIA, 2050 AVENIDA. JARDIM FLORESTAN FERNANDES. 14079-312 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:12"
"848","Ribeirão Preto","35802657","SCHOOL GARDEN CENTRO EDUCACIONAL INFANTIL","Privada","RUA GONCALVES DIAS, 874 RUA. VILA TIBERIO. 14050-380 Ribeirão Preto - SP.","(16) 36368024","1","2025-05-19 21:12:12"
"849","Ribeirão Preto","35009777","SCHOOL GARDEN ENSINO FUNDAMENTAL","Privada","RUA ALVARES DE AZEVEDO, 573 VILA TIBERIO. 14050-090 Ribeirão Preto - SP.","(16) 992411054","1","2025-05-19 21:12:12"
"850","Ribeirão Preto","35088924","SEBASTIAO DE AGUIAR AZEVEDO EMEF","Pública","JAPURA, 3369 RUA. IPIRANGA. 14060-620 Ribeirão Preto - SP.","(16) 36224299","1","2025-05-19 21:12:12"
"851","Ribeirão Preto","35467911","SEBASTIAO DE AGUIAR AZEVEDO UNIDADE II","Pública","JOSE MENDONCA UCHOA, 710 RUA. PRESIDENTE DUTRA. 14060-720 Ribeirão Preto - SP.","(16) 36155578","1","2025-05-19 21:12:12"
"852","Ribeirão Preto","35024077","SEBASTIAO FERNANDES PALMA PROFESSOR","Pública","RUA CASEMIRO DE ABREU, 595 RUA. VILA SEIXAS. 14020-060 Ribeirão Preto - SP.","(16) 36252975","1","2025-05-19 21:12:12"
"853","Ribeirão Preto","35427615","SEBASTIAO MARTINS DE MOURA CENTRO DE EDUCACAO INFANTIL","Pública","ESPIRITO SANTO, 2374 RUA. IPIRANGA. 14060-510 Ribeirão Preto - SP.","(16) 39346960","1","2025-05-19 21:12:12"
"854","Ribeirão Preto","35158380","SEMENTINHA BASSANO VACCARINI COLEGIO","Privada","RUA ARNALDO VICTALIANO, 882 RUA. IGUATEMI. 14091-220 Ribeirão Preto - SP.","(16) 36278528","1","2025-05-19 21:12:12"
"855","Ribeirão Preto","35148866","SENAC RIBEIRAO PRETO","Privada","RUA CAPITAO SALOMAO, 2133 RUA. JARDIM MOSTEIRO. 14085-430 Ribeirão Preto - SP.","(16) 21111200","1","2025-05-19 21:12:12"
"856","Ribeirão Preto","35565829","SENAT SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE","Privada","V ANHANGUERA, 0 KM 319. AVELINO ALVES PALMA. 14070-730 Ribeirão Preto - SP.","(16) 37976600","1","2025-05-19 21:12:12"
"857","Ribeirão Preto","35114728","SESI 298 CENTRO EDUCACIONAL","Privada","RUA DOM LUIS DO AMARAL MOUSINHO, 3465 RUA. JARDIM CASTELO BRANCO NOVO. 14090-383 Ribeirão Preto - SP.","(16) 36037310","1","2025-05-19 21:12:12"
"858","Ribeirão Preto","35114789","SESI 346 CENTRO EDUCACIONAL","Privada","RUA TAPAJOS, 2714 RUA. VILA RECREIO. 14060-590 Ribeirão Preto - SP.","(16) 39765150","1","2025-05-19 21:12:12"
"859","Ribeirão Preto","35023929","SINHA JUNQUEIRA DONA","Pública","RUA CONSELHEIRO DANTAS, 358 RUA. VILA TIBERIO. 14050-400 Ribeirão Preto - SP.","(16) 36256541","1","2025-05-19 21:12:12"
"860","Ribeirão Preto","35290610","SOL RISO ESCOLA DE EDUCACAO INFANTIL E BERCARIO","Privada","GOIAS, 1485 RUA. CAMPOS ELISEOS. 14085-460 Ribeirão Preto - SP.","(16) 41419927","1","2025-05-19 21:12:12"
"861","Ribeirão Preto","35172561","SONHO AZUL ESCOLA DE EDUCACAO INFANTIL","Privada","RUA OSWALDO BORELLI, 85 RUA. PARQUE DAS FIGUEIRAS. 14065-480 Ribeirão Preto - SP.","(16) 36394878","1","2025-05-19 21:12:12"
"862","Ribeirão Preto","35443177","SONHO REAL CRECHE","Privada","RUA INACIO SALOMAO, 424 PARQUE INDUSTRIAL TANQUINHO. 14075-730 Ribeirão Preto - SP.","(16) 36286162","1","2025-05-19 21:12:12"
"863","Ribeirão Preto","35007874","SPULETA KIDS ESCOLA DE EDUCACAO INFANTIL","Privada","RUA MARACAJU, 1035 /1039 VILA MONTE ALEGRE. 14051-120 Ribeirão Preto - SP.","(16) 36331749","1","2025-05-19 21:12:12"
"864","Ribeirão Preto","35193773","TERESA HENDRICA ANTONISSEN EMEI","Pública","RUA PIRANGI, 760 RUA. JARDIM AEROPORTO. 14078-410 Ribeirão Preto - SP.","(16) 39968053","1","2025-05-19 21:12:12"
"865","Ribeirão Preto","35164975","TERNURINHA SINAPSE COLEGIO","Privada","ANTONIO ACHE, 64 RUA. JARDIM IRAJA. 14020-600 Ribeirão Preto - SP.","(16) 36234883","1","2025-05-19 21:12:12"
"866","Ribeirão Preto","35185361","TERRA CIRANDINHA COLEGIO","Privada","RUA DOUTOR JOAO GUIAO, 1170 1178. VILA VIRGINIA. 14030-440 Ribeirão Preto - SP.","(16) 39141051","1","2025-05-19 21:12:12"
"867","Ribeirão Preto","35233473","THOMAZ URBINATTI CRECHE MUNICIPAL","Pública","RUA MANOEL ALBINO GONCALVES, 28 SAO LEANDRO. 14110-000 Ribeirão Preto - SP.","(16) 39721280","1","2025-05-19 21:12:13"
"868","Ribeirão Preto","35353413","TIA OLIVIA ESCOLA DE EDUCACAO INFANTIL","Privada","RUA SANTA CATARINA, 1426 RUA. IPIRANGA. 14055-480 Ribeirão Preto - SP.","(16) 36330280","1","2025-05-19 21:12:13"
"869","Ribeirão Preto","35269463","TICO E TECO ESCOLA INFANTIL","Privada","ALCIDES COSENZO, 120 RUA. CONJUNTO HABITACIONAL JARDIM DAS PALMEIRAS. 14094-030 Ribeirão Preto - SP.","(16) 39655028","1","2025-05-19 21:12:13"
"870","Ribeirão Preto","35193823","TIRANDO DE LETRA ESCOLA INFANTIL E COLEGIO SAFT","Privada","CRAVINHOS, 358 RUA. JARDIM PAULISTA. 14090-112 Ribeirão Preto - SP.","(16) 32366669","1","2025-05-19 21:12:13"
"871","Ribeirão Preto","35464348","TONY MIYASAKA CENTRO DE EDUCACAO INFANTIL","Pública","ANTONIO GOMES DE SOUZA, 295 RUA. JARDIM PROFESSOR ANTONIO PALOCCI. 14079-163 Ribeirão Preto - SP.","(16) 39964002","1","2025-05-19 21:12:13"
"872","Ribeirão Preto","35430626","UNIFASS SISTEMA DE ENSINO","Privada","RUA PIRACICABA, 326 JARDIM PAULISTA. 14090-230 Ribeirão Preto - SP.","(16) 32358801","1","2025-05-19 21:12:13"
"873","Ribeirão Preto","35483497","UNIFEP UNIDADE DE FORMACAO EM EDUCACAO PROFISSIONAL UNIDADE RIBEIRAO PRETO","Privada","INDEPENDENCIA, 1114 CENTRO. 14020-010 Ribeirão Preto - SP.","(16) 36243331","1","2025-05-19 21:12:13"
"874","Ribeirão Preto","35128569","UNINFANCIA CENTRO EDUCACIONAL","Privada","AVENIDA VEREADOR MANIR CALIL, 669 AVENIDA. JARDIM SUMARE. 14025-170 Ribeirão Preto - SP.","(16) 38775582","1","2025-05-19 21:12:13"
"875","Ribeirão Preto","35562816","UNIVERSIDADE DE RIBEIRO PRETO EEP","Privada","GRANDE USUARIO AVENIDA COSTABILE ROMANO, 2201 RIBEIRANIA. 14096-900 Ribeirão Preto - SP.","(16) 36037000","1","2025-05-19 21:12:13"
"876","Ribeirão Preto","35567361","UNIVERSIDADE PAULISTA UNIP CAMPUS RIBEIRAO PRETO","Privada","AVENIDA CARLOS CONSONI, 10 JARDIM CANADA. 14024-270 Ribeirão Preto - SP.","(16) 36026700","1","2025-05-19 21:12:13"
"877","Ribeirão Preto","35802165","URSINHO BABY BERCARIO E ESCOLA INFANTIL","Privada","JOSE ARIGO, 718 RUA. JARDIM ANHANGUERA. 14092-172 Ribeirão Preto - SP.","(16) 30216264","1","2025-05-19 21:12:13"
"878","Ribeirão Preto","35186399","URSINHO PIMPAO ARTE E RECREACAO EEI","Privada","RUA HUMBERTO DE CAMPOS, 343 RUA. CAMPOS ELISEOS. 14080-580 Ribeirão Preto - SP.","(16) 36264048","1","2025-05-19 21:12:13"
"879","Ribeirão Preto","35036869","VEIGA DE MIRANDA MINISTRO","Pública","ONZE DE AGOSTO, 2480 RUA. CAMPOS ELISEOS. 14085-030 Ribeirão Preto - SP.","(16) 39691639","1","2025-05-19 21:12:13"
"880","Ribeirão Preto","35576499","VEREADOR JOSE VELLONI","Pública","JOSE FRANCISCO DA SILVA, SN RUA. JARDIM MONTE CARLO. 14031-866 Ribeirão Preto - SP.","(16) 39045456","1","2025-05-19 21:12:13"
"881","Ribeirão Preto","35809913","VIANNA COLEGIO","Privada","CESARIO MOTTA, 957 RUA. JARDIM PAULISTA. 14090-052 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:13"
"882","Ribeirão Preto","35907873","VICENTE TEODORO DE SOUZA PROFESSOR","Pública","RUA JORGE DE LIMA, 660 RUA. JARDIM MARIA GORETTI. 14030-320 Ribeirão Preto - SP.","(16) 36218111","1","2025-05-19 21:12:13"
"883","Ribeirão Preto","35168993","VIKTOR FRANKL COLEGIO","Privada","AVENIDA DO CAFE, 1295 AVENIDA. VILA AMELIA. 14050-230 Ribeirão Preto - SP.","(16) 39636340","1","2025-05-19 21:12:13"
"884","Ribeirão Preto","35302983","VIKTOR FRANKL COLEGIO ENSINO MEDIO","Privada","AVENIDA DO CAFE, 1305 AVENIDA. VILA AMELIA. 14050-230 Ribeirão Preto - SP.","(16) 35193930","1","2025-05-19 21:12:13"
"885","Ribeirão Preto","35496509","VILA VIRGINIA CENTRO DE JORNADA AMPLIADA DE","Pública","FRANCO DA ROCHA, 1110 RUA. VILA VIRGINIA. 14030-470 Ribeirão Preto - SP.","(16) 39191347","1","2025-05-19 21:12:13"
"886","Ribeirão Preto","35121277","VILA VIRGINIA CRECHE MODELO EEI","Privada","RUA MARAJO, 240 RUA. VILA VIRGINIA. 14030-500 Ribeirão Preto - SP.","(16) 36352352","1","2025-05-19 21:12:13"
"887","Ribeirão Preto","35807680","VILLA LOBOS COLEGIO","Privada","PIRACICABA, 326 RUA. JARDIM PAULISTA. 14090-230 Ribeirão Preto - SP.","(16) 36242523","1","2025-05-19 21:12:13"
"888","Ribeirão Preto","35123353","VINDE MENINOS ESCOLA DE PG","Privada","RUA GENERAL CAMARA, 3427 RUA. IPIRANGA. 14060-570 Ribeirão Preto - SP.","(16) 36220614","1","2025-05-19 21:12:13"
"889","Ribeirão Preto","35185197","VINTE E CINCO DE DEZEMBRO LAR ESCOLA DA CRIANCA","Privada","RUA ESPIRITO SANTO, 3093 RUA. IPIRANGA. 14060-510 Ribeirão Preto - SP.","(16) 36222339","1","2025-05-19 21:12:13"
"890","Ribeirão Preto","35073829","VIRGILIO SALATA EMEF","Pública","JAPURA, 965 RUA. ALTO DO IPIRANGA. 14055-100 Ribeirão Preto - SP.","(16) 36334804","1","2025-05-19 21:12:13"
"891","Ribeirão Preto","35115010","VITA ET PAX COLEGIO PRE PG UNIDADE I","Privada","AVENIDA ABADE CONSTANTINO, 174 AVENIDA. JARDIM RECREIO. 14040-290 Ribeirão Preto - SP.","(16) 36306465","1","2025-05-19 21:12:14"
"892","Ribeirão Preto","35233481","VITOR YOUSSEF DARKOUBI CRECHE MUNICIPAL","Pública","RUA MARIA APARECIDA DO AMARAL, 535 RUA. PLANALTO VERDE. 14056-520 Ribeirão Preto - SP.","(16) 36394334","1","2025-05-19 21:12:14"
"893","Ribeirão Preto","35285882","VIVER FELIZ ESCOLA DE EDUCACAO INFANTIL","Privada","LUIS JOSE PESSOLO, 75 RUA. NOVA ALIANCA. 14026-576 Ribeirão Preto - SP.","(16) 39135393","1","2025-05-19 21:12:14"
"894","Ribeirão Preto","35297483","VIVINFANCIA COLEGIO","Privada","JOAO PENTEADO, 1209 RUA. JARDIM SUMARE. 14025-010 Ribeirão Preto - SP.","(16) 36352350","1","2025-05-19 21:12:14"
"895","Ribeirão Preto","35255658","W MOZART ESCOLA DE EDUCACAO MUSICAL","Privada","RUA AMAPA, 465 RUA. SUMAREZINHO. 14055-240 Ribeirão Preto - SP.","(16) 36304808","1","2025-05-19 21:12:14"
"896","Ribeirão Preto","35435946","WALDEMAR ROBERTO PROFESSOR DOUTOR EMEF","Pública","ANTONIO GOMES DE SOUZA, 355 RUA. JARDIM PROFESSOR ANTONIO PALOCCI. 14079-163 Ribeirão Preto - SP.","(16) 39962601","1","2025-05-19 21:12:14"
"897","Ribeirão Preto","35140442","WALDORF JOAO GUIMARAES ROSA ESCOLA","Privada","RUA VIRGINIA DE FRANCESCO SANTILLI, 81 RUA. CITY RIBEIRAO. 14021-170 Ribeirão Preto - SP.","(16) 39939155","1","2025-05-19 21:12:14"
"898","Ribeirão Preto","35023887","WALTER FERREIRA PROFESSOR","Pública","RUA MACHADO DE ASSIS, 761 RUA. VILA TIBERIO. 14050-490 Ribeirão Preto - SP.","(16) 36333024","1","2025-05-19 21:12:14"
"899","Ribeirão Preto","35049612","WALTER PAIVA PROFESSOR","Pública","TUPINAMBA, SN RUA. IPIRANGA. 14060-630 Ribeirão Preto - SP.","(16) 36150194","1","2025-05-19 21:12:14"
"900","Ribeirão Preto","35435648","WANDA PRINCIVALLI MARCAL EMEI","Pública","RUA OSWALDO COCCE, 510 RUA. JARDIM HELENA. 14094-103 Ribeirão Preto - SP.","(16) 36295175","1","2025-05-19 21:12:14"
"901","Ribeirão Preto","35477710","WILSON ROSELINO DR EMEI","Pública","NILZA DE OLIVEIRA STRAMBI, 1925 RUA. JARDIM PEDRA BRANCA. 14079-460 Ribeirão Preto - SP.","(16) 36359456","1","2025-05-19 21:12:14"
"902","Ribeirão Preto","35212885","ZILDA COSSA D AVILA PROFA EMEI","Pública","ANTONIO FREDERICO OZANAM, 50 RUA. JARDIM JOAO ROSSI. 14026-515 Ribeirão Preto - SP.","(16) 36239239","1","2025-05-19 21:12:14"
